relid,release_date,ministry,title,discovered_by_term,discovered_in_round,n_terms,all_matched_terms,url
289624,2026-06-04,Ministry of Petroleum & Natural Gas,Inter-Ministerial Briefing on Recent Developments in West Asia,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289624
289627,2026-06-04,Ministry of Culture,"Second BRICS Culture Working Group Meeting begins today in Varanasi, Uttar Pradesh",AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289627
289628,2026-06-04,Ministry of Parliamentary Affairs,West Bengal Legislative Assembly Signs MoU for Implementation of National e-Vidhan Application (NeVA),NeVA,1,1,NeVA,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289628
289631,2026-06-04,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation, Shri Amit Shah chairs 73rd Plenary Session of North Eastern Council (NEC) in Shillong, capital of Meghalaya",AI,0,5,AI | artificial intelligence | analytics | machine learning | Blockchain,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289631
289633,2026-06-04,Ministry for Development of North-East Region,Union Minister for DoNER Jyotiraditya Scindia Attends the 13th NESAC Meeting,smart,0,2,smart | analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289633
289634,2026-06-04,Ministry of Minority Affairs,Reforms Utsav Celebrates 12 Years of Transformative Governance and Citizen-Centric Reforms,AI,0,3,AI | artificial intelligence | sarvam,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289634
289650,2026-06-05,PIB Headquarters,Empowering India’s Annadatas,pest surveillance,1,5,pest surveillance | reduce crop losses | eligible farmer family | pest attacks | reduce crop,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289650
289655,2026-06-05,PIB Headquarters,4 years of Jan Samarth Portal,automated,0,3,automated | Samarth | languages english hindi,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289655
289657,2026-06-05,Ministry of Social Justice & Empowerment,"MoSJE Strengthens National Fight Against Substance Abuse Through Prevention, Treatment and Rehabilitation",counselling psychological support,1,2,counselling psychological support | counselling psychological,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289657
289667,2026-06-05,Ministry of Earth Science,Dr. Jitendra Singh Launches India's Seventh Regional Meteorological Centre in Jammu,decade dr jitendra,1,1,decade dr jitendra,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289667
289669,2026-06-05,Ministry of Commerce & Industry,14th Meeting of India-Philippines Joint Working Group on Trade and Investment held in Manila,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289669
289670,2026-06-05,Ministry of Tribal Affairs,NESTS signs MoU with Learning Links Foundation to implement Amazon Future Engineer Program (AFE) in EMRSs,AI,0,2,AI | artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289670
289671,2026-06-05,Ministry of Home Affairs,Union Home and Cooperation Minister Shri Amit Shah inspects the BSF's Lankamura Border Outpost in Tripura and boosts the morale of the troops by interacting with the border sentinels,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289671
289672,2026-06-05,Prime Minister's Office,Prime Minister highlights remarkable momentum in India's digital infrastructure journey,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289672
289677,2026-06-05,Ministry of Panchayati Raj,Panchayat Advancement Index Wins Gold Recognition at National e-Governance Awards 2026,AI,0,2,AI | analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289677
289681,2026-06-05,Ministry of Tribal Affairs,NESTS signs MoU with CoGrad to strengthen AI-enabled academic support in Eklavya Model Residential Schools (EMRS),AI,0,3,AI | artificial intelligence | automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289681
289685,2026-06-05,"Ministry of Fisheries, Animal Husbandry & Dairying","National Workshop on Seafood Exports at Visakhapatnam, Andhra Pradesh Convened by the Department of Fisheries in Collaboration with Ministry of Commerce & Industry",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289685
289697,2026-06-05,Prime Minister's Office,English rendering of PM’s address at laying of foundation stone/dedication of various development works in Daman,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289697
289698,2026-06-05,Ministry of Agriculture & Farmers Welfare,"On World Environment Day, Union Agriculture Minister Shri Shivraj Singh Chouhan plants tree at Smart City Park in Bhopal under the ‘Ek Ped Maa Ke Naam’ campaign",smart,0,2,smart | Smart City,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289698
289699,2026-06-05,Ministry of Rural Development,"On World Environment Day, Union Agriculture Minister Shri Shivraj Singh Chouhan plants tree at Smart City Park in Bhopal under the ‘Ek Ped Maa Ke Naam’ campaign",smart,0,2,smart | Smart City,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289699
289705,2026-06-05,Prime Minister's Office,"Prime Minister Shri Narendra Modi inaugurates, dedicates to the nation and lays the foundation stone of development projects worth around ?2,970 crore in Daman",smart,0,3,smart | initiatives like mission | like mission,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289705
289706,2026-06-05,Ministry of Electronics & IT,STPI Marks 35th Foundation Day; Organises Tech Summit 2026 to Shape India’s Next Leap in Technology and Innovation,AI,0,10,AI | ML | artificial intelligence | analytics | machine learning | IndiaAI | data science | Blockchain | computer vision | robotics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289706
289711,2026-06-06,PIB Headquarters,India’s Health Transformation,AI,0,4,AI | artificial intelligence | automated | retinopathy,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289711
289717,2026-06-06,"Ministry of Consumer Affairs, Food & Public Distribution",Department of Consumer Affairs Prescribes Standard Pack Sizes for Edible Oils under Legal Metrology Framework,ML,0,1,ML,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289717
289726,2026-06-06,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation, Shri Amit Shah, chaired a meeting regarding issues related to border areas in Tripura",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289726
289727,2026-06-06,Ministry of Electronics & IT,MoU between Digital India Bhashini and Kathmandu University (KU) for co-creating National Digital Infrastructure for ‘Voice First’ Language Translation platform for Nepal,AI,0,19,AI | artificial intelligence | Bhashini | language translation | multilingual access | ceo digital | machine translation | across indian languages | speech to text | inferences | low resource | inclusive language | multilingual digital | text to speech | platforms and institutions | language technology | digital public services | india's national initiative | conversational,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289727
289731,2026-06-07,PIB Headquarters,Ease of Doing Business: Strengthening India’s Business Framework,AI,0,9,AI | ML | artificial intelligence | smart | automated | chatbot | machine learning | loan appraisal | hindi kannada malayalam,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289731
289736,2026-06-07,"Ministry of Consumer Affairs, Food & Public Distribution",e-Jagriti Wins Silver Award at National Awards for e-Governance 2026,AI,0,7,AI | automated | chatbot | machine learning | ocms | confonet | multilingual support,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289736
289741,2026-06-07,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation, Shri Amit Shah to launch Land Port Management System (LPMS) on Tuesday, 9th June 2026 in New Delhi",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289741
289742,2026-06-07,"Ministry of Environment, Forest and Climate Change.","MoS Environment, Forest and Climate Change Launches ""NZP Saathi App"" and Inaugurates Self-ticketing Kiosks at National Zoological Park",smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289742
289747,2026-06-08,PIB Headquarters,Empowering the Poor: A Decade of Inclusive Transformation,AI,0,4,AI | smart | automated | SabhaSaar,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289747
289755,2026-06-08,Ministry of Earth Science,UP CM Yogi Adityanath and Union Minister Dr Jitendra Singh jointly Launch New Regional Meteorological Centre at Lucknow,decade dr jitendra,1,1,decade dr jitendra,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289755
289769,2026-06-08,Ministry of Petroleum & Natural Gas,Inter-Ministerial Briefing on Recent Developments in West Asia,Automobile,1,1,Automobile,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289769
289771,2026-06-08,Ministry of Panchayati Raj,Report on Datasets for State Finance Commissions Released,analytics,0,1,analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289771
289778,2026-06-08,Ministry of Agriculture & Farmers Welfare,BRICS Delegates Visit Indore Ahead of the 16th BRICS Agriculture Ministers’ Meeting,smart,0,2,smart | Smart City,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289778
289786,2026-06-09,Ministry of Food Processing Industries,Minister of Food Processing Industry Shri Chirag Paswan Inaugurates SAPLING (South Asian Policy Leadership for Improved Nutrition and Growth) DIALOGUE- 2026,smart,0,1,smart,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289786
289796,2026-06-09,Ministry of Commerce & Industry,"GeM Strengthens Digital, Transparent and Inclusive Public Procurement in India’s Governance Ecosystem",artificial intelligence,0,2,artificial intelligence | analytics,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289796
289798,2026-06-09,Ministry of Skill Development and Entrepreneurship,Union Minister Shri Jayant Chaudhary Flags off Five New Solar Community Hub Skill Vans to Advance Digital Inclusion and Future-Ready Skilling in India,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289798
289802,2026-06-09,Ministry of Science & Technology,INSA CONVENES BRICS SCIENCE ACADEMIES IN LANDMARK MEET ON AI FOR SUSTAINABLE DEVELOPMENT,AI,0,4,AI | artificial intelligence | Large Language | computing infrastructure,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289802
289806,2026-06-09,Ministry of Communications,"TRAI issues amended 'Rating Manual 2026’ for assessment of Digital Connectivity' under amended 'Rating of Properties for Digital Connectivity Regulations, 2024'",certification framework,1,1,certification framework,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289806
289809,2026-06-09,PIB Headquarters,Infrastructure at the Core of India’s Development,AI,0,5,AI | smart | facial recognition | fastag based | facial,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289809
289812,2026-06-09,Ministry of Road Transport & Highways,"NHAI to Adopt Mechanized Drain Cleaning, Automated Pothole Repair Systems and Advanced Road Sweeping Technologies to Strengthen National Highway Maintenance",automated,0,1,automated,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289812
289814,2026-06-09,Ministry of Human Resource Development,"Letters of Approval handed over in the presence of the Union Education Minister, Shri Dharmendra Pradhan to University of Bristol, University of York and University of New South Wales to set up campuses in India",artificial intelligence,0,2,artificial intelligence | data science,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289814
289821,2026-06-09,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation, Shri Amit Shah inaugurates Land Port Management System (VINIMAY) in New Delhi",smart,0,2,smart | ANPR,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289821
289833,2026-06-10,Cabinet,Cabinet passes a resolution applauding Prime Minister Shri Narendra Modi for becoming the longest serving elected Prime Minister for consecutive terms,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289833
289841,2026-06-10,Prime Minister's Office,Prime Minister Shri Narendra Modi receives congratulatory messages from World Leaders on becoming India’s Longest Continuously Serving Democratically Elected Prime Minister,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289841
289863,2026-06-10,Ministry of Skill Development and Entrepreneurship,"???????Ministry of Skill Development and Entrepreneurship completes 12 Years of Skills, Scale and Transformation; Building One of the World's Largest Skilling Ecosystems",AI,0,4,AI | artificial intelligence | hub for skilled | worldskills,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289863
289866,2026-06-10,Prime Minister's Office,Prime Minister expresses gratitude to Vice President Thiru CP Radhakrishnan Ji for his warm wishes,artificial intelligence,0,1,artificial intelligence,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289866
289869,2026-06-10,Ministry of Railways,Indian Railways Takes a Major Step to Enhance Passenger Safety with Nationwide Fire Safety Audits at Stations,enhance passenger safety,1,1,enhance passenger safety,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289869
289875,2026-06-09,Prime Minister's Office,Visit of Prime Minister to France and Slovakia,AI,0,3,AI | Automobile | summit in february,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289875
289895,2026-06-11,Ministry of Road Transport & Highways,Eyes on Every Mile: How NSVs Are Here to Make India’s National Highways Safer,AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289895
289898,2026-06-11,Ministry of Information & Broadcasting,"Union Minister Shri Ashwini Vaishnaw Inaugurates 20 kW Akashvani FM Transmitter at Ramgarh, Jaisalmer",AI,0,1,AI,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=289898
