relid,release_date,ministry,title,matched_term,term_round,term_channel,term_primary_parent
266536,2025-01-25,President's Secretariat,ADDRESS TO THE NATION BY THE HON’BLE PRESIDENT OF INDIA SMT. DROUPADI MURMU ON THE EVE OF REPUBLIC DAY 2025,space docking,1,2-gram,robot
266718,2025-01-31,President's Secretariat,Address By The Hon’ble President Of India Smt. Droupadi Murmu to Parliament,space docking,1,2-gram,robot
267704,2025-02-19,Ministry of Science & Technology,India is no longer just a follower; it is now leading the way in multiple fields: Dr. Jitendra Singh,space docking,1,2-gram,robot
273263,2025-07-24,Department of Space,PARLIAMENT QUESTION: SATELLITES LAUNCHED BY ISRO,space docking,1,2-gram,robot
275230,2025-08-23,Prime Minister's Office,English rendering of PM's address at the Economic Times World Leaders Forum,space docking,1,2-gram,robot
275231,2025-08-23,Prime Minister's Office,Prime Minister Shri Narendra Modi addresses the Economic Times World Leaders Forum in New Delhi,space docking,1,2-gram,robot
281029,2025-12-17,Department of Space,Department of Space - Year End Review 2025,space docking,1,2-gram,robot
281095,2025-12-18,Department of Space,PARLIAMENT QUESTION: FUNDS FOR ISRO PROJECTS,space docking,1,2-gram,robot
286605,2026-03-23,Department of Space,PARLIAMENT QUESTION: SPACE DOCKING TECHNOLOGY,space docking,1,2-gram,robot
290342,2026-06-21,PIB Headquarters,INDIA'S SPACE ODYSSEY,space docking,1,2-gram,robot
252294,2024-01-12,Ministry of Defence,DRDO conducts successful flight-test of New Generation AKASH missile off Odisha coast,communication system,1,2-gram,robot
252295,2024-01-12,Ministry of Communications,Chief of Defence Staff (CDS) General Anil Chauhan visited C-DOT,communication system,1,2-gram,robot
252409,2024-01-15,Ministry of Earth Science,India Meteorological Department celebrates 150th Year of its establishment and service to the nation,communication system,1,2-gram,robot
257388,2024-07-24,Ministry of Defence,DRDO successfully flight-tests Phase-II Ballistic Missile Defence System,communication system,1,2-gram,robot
259126,2024-08-30,Prime Minister's Office,"Prime Minister Shri Narendra Modi lays foundation stone of Vadhvan Port worth around Rs 76,000 crore in Palghar, Maharashtra",communication system,1,2-gram,robot
259128,2024-08-30,Prime Minister's Office,"English rendering of PM’s address at the foundation stone laying ceremony of Vadhvan Port in Palghar, Maharashtra",communication system,1,2-gram,robot
259130,2024-08-30,"Ministry of Fisheries, Animal Husbandry & Dairying","Prime Minister Shri Narendra Modi inaugurates and lays foundation stone of 218 fisheries projects worth around Rs 1,560 crore",communication system,1,2-gram,robot
260332,2024-09-26,Ministry of Communications,"TRAI Mandates Whitelisted URLs, APKS, or OTT links for SMS Traffic",communication system,1,2-gram,robot
261133,2024-10-15,Ministry of Defence,"Raksha Mantri lays foundation stone of Very Low Frequency Station in Vikarabad, Telangana to bolster Navy’s operational readiness",communication system,1,2-gram,robot
261306,2024-10-18,Ministry of Defence,Govt to provide full support to the private sector in taking lead in the field of defence & making India an innovation & technology hub: Raksha Mantri,communication system,1,2-gram,robot
262383,2024-11-16,Ministry of Power,Central Electricity Authority approves the Uniform Protection Protocol for users of the Indian Grid for implementation on Pan India basis,communication system,1,2-gram,robot
263757,2024-12-11,Prime Minister's Office,English rendering of PM’s address at release of compendium of complete works of Tamil poet Subramania Bharati,communication system,1,2-gram,robot
264038,2024-12-16,Ministry of Communications,C-DOT and Trois Infotech Sign Agreement to Develop “Face Recognition Using Drone” Under TTDF Scheme,communication system,1,2-gram,robot
264206,2024-12-18,Ministry of Home Affairs,STRENGTHENING NDPS ACT AND TACKLING CROSS-BORDER DRUG TRAFFICKING,communication system,1,2-gram,robot
264550,2024-12-26,Ministry of Defence,YEAR END REVIEW 2024,communication system,1,2-gram,robot
264619,2024-12-29,Ministry of Railways,Ministry of Railways: Year End Review 2024,communication system,1,2-gram,robot
266045,2025-01-13,Ministry of Communications,C-DOT and IIT Mandi signs agreement for “Developing Semiconductor Chip of Wideband Spectrum Sensor for Dynamic Spectrum Access”,communication system,1,2-gram,robot
266681,2025-01-30,Ministry of Science & Technology,Non-conventional approach to measure the radial dimension of CMEs can help predict adverse effects on Earth,communication system,1,2-gram,robot
268754,2025-03-18,Ministry of Home Affairs,MEASURES TO PREVENT DRUG ABUSE AND COMBAT ILLEGAL DRUG TRADE,communication system,1,2-gram,robot
269804,2025-04-03,Department of Space,PARLIAMENT QUESTION: UPDATES ON THE SPACE APPLICATIONS CENTRE OF ISRO,communication system,1,2-gram,robot
271822,2025-06-12,Ministry of Labour & Employment,ESIC Sanath Nagar Campus Emerges as Model of Excellence in Public Healthcare and Medical Education,communication system,1,2-gram,robot
273672,2025-07-30,Ministry of Science & Technology,PARLIAMENT QUESTION: SCIENCE AND TECHNOLOGY PARKS AND INNOVATION CENTRES,communication system,1,2-gram,robot
278753,2025-11-13,Ministry of Communications,C-DOT Partners with NAM InfoCom for “Development of Mission Critical Communication System (MCX) Solution”,communication system,1,2-gram,robot
280800,2025-12-15,Ministry of Defence,INDIAN ARMY SHOWCASES ATMANIRBHARTA AND INNOVATIONS AT VIJAY DIWAS ‘AT HOME’,communication system,1,2-gram,robot
280859,2025-12-16,Ministry of Home Affairs,COMBATING DRUG TRAFFICKING,communication system,1,2-gram,robot
281542,2025-12-28,Ministry of Railways,Ministry of Railways: Year End Review 2025,communication system,1,2-gram,robot
283377,2026-02-04,"Ministry of Fisheries, Animal Husbandry & Dairying",Fishermen affected by extreme weather conditions in coastal areas,communication system,1,2-gram,robot
283857,2026-02-10,"Ministry of Fisheries, Animal Husbandry & Dairying",Vessel Monitoring System,communication system,1,2-gram,robot
287169,2026-03-30,Ministry of Home Affairs,"Union Home Minister and Minister of Cooperation, Shri Amit Shah, replies to the discussion in the Lok Sabha on the efforts to free the country from Left-Wing Extremism (LWE)",communication system,1,2-gram,robot
287578,2026-04-07,Ministry of Railways,"Innovative Passenger-centric Safety, Communication and Information Solutions Using AI and Other Automations Enhance Better Travel Experience to Rail Passengers",communication system,1,2-gram,robot
288489,2026-05-02,Ministry of Communications,Cell Broadcast System (CBS) Launched by Union Minister of Communications Shri Jyotiraditya Scindia; System developed indigenously under the guidance of Union Home Minister Shri Amit Shah,communication system,1,2-gram,robot
292214,2026-07-29,Ministry of Science & Technology,PARLIAMENT QUESTION: FUND DISBURSED/UTILIZED IN ANRF,communication system,1,2-gram,robot
252224,2024-01-10,Ministry of Textiles,Ministry of Textiles organizing hackathon on “Fostering Innovations in Technical Textiles –Hackathon for unleashing creativity in technical textiles” under “BHARAT TEX 2024”,unleashing,1,1-gram,robot
252766,2024-01-27,Ministry of Science & Technology,CSIR’s Republic Day Tableau highlights the Purple Revolution through Lavender Cultivation in Jammu & Kashmir,unleashing,1,1-gram,robot
253989,2024-02-21,Ministry of Human Resource Development,Shri Dharmendra Pradhan delivers inaugural address at AIMA’s 68th foundation day and 18th National Management Day,unleashing,1,1-gram,robot
255096,2024-03-21,Vice President's Secretariat,Text of the Vice-President's address to participants of the International Strategic Engagement Programme (IN-STEP),unleashing,1,1-gram,robot
255261,2024-04-07,Vice President's Secretariat,Text of the Vice-President's Address at the 6th Convocation Ceremony of IIM Bodh Gaya,unleashing,1,1-gram,robot
255401,2024-04-23,Vice President's Secretariat,Text of Vice President's address at 14th AIMA Managing India Awards Ceremony,unleashing,1,1-gram,robot
256276,2024-06-20,Department of Space,"200 times increase in Space StartUps in just two years,” says Union Minister Dr. Jitendra Singh",unleashing,1,1-gram,robot
256495,2024-06-27,Ministry of Agriculture & Farmers Welfare,Ministry of Agriculture Hosts National Workshop on Unleashing India’s Agribusiness Potential through Innovative Agri Value Chain Financing in New Delhi,unleashing,1,1-gram,robot
256877,2024-07-12,Vice President's Secretariat,"Text of the Vice-President's address at Narsee Monjee Institute of Management Studies (NMIMS), Mumbai",unleashing,1,1-gram,robot
256878,2024-07-12,Vice President's Secretariat,Concept of Viksit Bharat is not just a goal but a sacred mission – Vice-President,unleashing,1,1-gram,robot
257156,2024-07-22,Ministry of Finance,"PREFACE OF ECONOMIC SURVEY 2023-24 CALLS FOR STEERING THE COUNTRY THROUGH MULTIPLE COMPACTS AND CONSENSUS WITH GOVERNMENTS, PRIVATE SECTOR AND ACADMIA",unleashing,1,1-gram,robot
258281,2024-08-07,Ministry of Commerce & Industry,Shri Piyush Goyal calls for faster negotiations of BIMSTEC Free Trade Agreement,unleashing,1,1-gram,robot
259165,2024-08-31,Vice President's Secretariat,"Text of the Vice-President's address at CSIR-IIP, Dehradun",unleashing,1,1-gram,robot
260334,2024-09-26,Vice President's Secretariat,"Text of Vice-President's address at the 83rd CSIR Foundation Day Celebrations at the NASC Complex, New Delhi",unleashing,1,1-gram,robot
260335,2024-09-26,Vice President's Secretariat,"Mere commitment of fiscal resources and lip service to R&D is not enough; focus on tangible outcomes, says VP",unleashing,1,1-gram,robot
261347,2024-10-18,Vice President's Secretariat,"Text of the Vice-President's address at the Indian School of Business (ISB) Leadership Summit at Mohali, Punjab",unleashing,1,1-gram,robot
261781,2024-10-29,Ministry of Information & Broadcasting,Hurry Up! A golden opportunity for emerging Visual Effects (VFX) artists across India,unleashing,1,1-gram,robot
261941,2024-11-04,Ministry of New and Renewable Energy,The International Solar Alliance Announces the Selection of its third Director General,unleashing,1,1-gram,robot
261970,2024-11-05,Ministry of New and Renewable Energy,ISA releases World Solar Report series,unleashing,1,1-gram,robot
261989,2024-11-05,Ministry of New and Renewable Energy,ISA hosts the third edition of the High-level Conference on New Technologies for Clean Energy Transition,unleashing,1,1-gram,robot
262496,2024-11-19,"Ministry of Environment, Forest and Climate Change.","Union Minister Shri Kirti Vardhan Singh delivers keynote address at High-Level Session on Energy Transitions for the Global South organized by International Solar Alliance (ISA) on the sidelines of UNFCCC-CoP29 in Baku, Azerbaijan",unleashing,1,1-gram,robot
262666,2024-11-23,"Ministry of Environment, Forest and Climate Change.","India’s participation in various Side-events during CoP29 UN Climate Change Conference at Baku, Azerbaijan",unleashing,1,1-gram,robot
264571,2024-12-27,Ministry of Science & Technology,Council of Scientific and Industrial Research (CSIR) Year End Review 2024,unleashing,1,1-gram,robot
267633,2025-02-17,Ministry of Statistics & Programme Implementation,"Ministry of Statistics and Programme Implementation organised a half-day workshop on ""Leveraging Citizen-Generated Data (CGD) for Sustainable Development Goals (SDGs) in India"" on 17th February 2025 in New Delhi",unleashing,1,1-gram,robot
267635,2025-02-17,Vice President's Secretariat,"Text of Vice-President's Address at Indian Institutes of Science Education and Research (IISER), Mohali (Excerpts)",unleashing,1,1-gram,robot
268704,2025-03-17,Ministry of Science & Technology,National Quantum Mission: India's Quantum Leap,unleashing,1,1-gram,robot
269959,2025-04-05,Ministry of Skill Development and Entrepreneurship,“India’s young entrepreneurs aren’t chasing success for the sake of it; they’re solving real problems rooted in their communities” – Jayant Chaudhary,unleashing,1,1-gram,robot
272608,2025-07-07,Ministry of Science & Technology,Tiny loops in Solar Corona can unveil Sun's hidden explosive secrets,unleashing,1,1-gram,robot
272698,2025-07-10,Vice President's Secretariat,Text of the Vice-President’s address at the Inaugural Session of the First Annual Academic Conference on Indian Knowledge System (IKS) Excerpts,unleashing,1,1-gram,robot
272723,2025-07-10,Vice President's Secretariat,Text of the Vice-President’s address at 19th Edition of the CII-ITC Sustainability Awards (Excerpts),unleashing,1,1-gram,robot
272724,2025-07-10,Vice President's Secretariat,Industry must be a force for inclusion by promoting gender and caste diversity in leadership-VP,unleashing,1,1-gram,robot
277414,2025-10-12,Ministry of Communications,Department of Telecommunications (DoT) and International Telecommunication Union (ITU) Host ‘Robotics for Good Youth Challenge India 2025’ at India Mobile Congress (IMC) 2025,unleashing,1,1-gram,robot
